title,studio,domestic_gross,foreign_gross,year,total_gross,title_norm
Big Eyes,Wein.,14500000.0,14800000.0,2014,29300000.0,big eyes
The Divine Move,CJ,137000.0,27800000.0,2014,27937000.0,the divine move
Top Five,Par.,25300000.0,800000.0,2014,26100000.0,top five
Iceman (2014),WGUSA,7700.0,26000000.0,2014,26007700.0,iceman
And So It Goes,CE,15200000.0,10200000.0,2014,25400000.0,and so it goes
On the Other Side of the Tracks,Wein.,9600.0,25100000.0,2014,25109600.0,on the other side of the tracks
The Players,Wein.,10900.0,24600000.0,2014,24610900.0,the players
The Tale of The Princess Kaguya,GK,703000.0,23500000.0,2014,24203000.0,the tale of the princess kaguya
A Haunted House 2,ORF,17300000.0,6600000.0,2014,23900000.0,a haunted house 2
The Railway Man,Wein.,4400000.0,17900000.0,2014,22300000.0,the railway man
Mr. Turner,SPC,4000000.0,18200000.0,2014,22200000.0,mr turner
The Suspect (2014),WGUSA,219000.0,21400000.0,2014,21619000.0,the suspect
Bears,BV,17800000.0,3500000.0,2014,21300000.0,bears
Yves Saint Laurent,Wein.,724000.0,20300000.0,2014,21024000.0,yves saint laurent
Labor Day,Par.,13400000.0,6900000.0,2014,20300000.0,labor day
"Like Father, Like Son (2014)",IFC,335000.0,19600000.0,2014,19935000.0,like father like son
Left Behind (2014),Free,14000000.0,5700000.0,2014,19700000.0,left behind
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000.0,2014,18700000.0,legends of oz dorothys return
The Drop,FoxS,10700000.0,7900000.0,2014,18600000.0,the drop
The Quiet Ones,LGF,8500000.0,9300000.0,2014,17800000.0,the quiet ones
Sabotage (2014),ORF,10500000.0,7000000.0,2014,17500000.0,sabotage
Addicted,LGF,17400000.0,18700000.0,2014,36100000.0,addicted
Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000.0,2014,17343200.0,road to ninja naruto the movie
Calvary,FoxS,3600000.0,13300000.0,2014,16900000.0,calvary
The Pyramid,Fox,2800000.0,14100000.0,2014,16900000.0,the pyramid
Tyler Perry's The Single Moms Club,LGF,16000000.0,364000.0,2014,16364000.0,tyler perrys the single moms club
Beyond Outrage,Magn.,3900.0,16200000.0,2014,16203900.0,beyond outrage
Before I Go To Sleep,CE,3200000.0,12200000.0,2014,15400000.0,before i go to sleep
Vampire Academy,Wein.,7800000.0,7600000.0,2014,15400000.0,vampire academy
Inherent Vice,WB,8100000.0,6600000.0,2014,14700000.0,inherent vice
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000.0,2014,14100000.0,island of lemurs madagascar
The Two Faces of January,Magn.,507000.0,13000000.0,2014,13507000.0,the two faces of january
Fading Gigolo,MNE,3800000.0,9600000.0,2014,13400000.0,fading gigolo
Foxcatcher,SPC,12100000.0,18700000.0,2014,30800000.0,foxcatcher
A Most Violent Year,A24,5700000.0,6300000.0,2014,12000000.0,a most violent year
The Interview (2014),Sony,6100000.0,5200000.0,2014,11300000.0,the interview
One Chance,Wein.,101000.0,10800000.0,2014,10901000.0,one chance
Bicycling with Moliere,Strand,59900.0,10700000.0,2014,10759900.0,bicycling with moliere
Belle,FoxS,10700000.0,18700000.0,2014,29400000.0,belle
Wetlands,Strand,59500.0,10500000.0,2014,10559500.0,wetlands
Moms' Night Out,TriS,10400000.0,18700000.0,2014,29100000.0,moms night out
The Babadook,IFC,964000.0,9300000.0,2014,10264000.0,the babadook
Nymphomaniac: Volume I,Magn.,786000.0,9500000.0,2014,10286000.0,nymphomaniac volume i
Gladiators of Rome,VPD,8200.0,10100000.0,2014,10108200.0,gladiators of rome
Mood Indigo,Drft.,303000.0,9500000.0,2014,9803000.0,mood indigo
Alan Partridge: The Movie,Magn.,153000.0,9600000.0,2014,9753000.0,alan partridge the movie
Venus in Fur,IFC,374000.0,8000000.0,2014,8374000.0,venus in fur
Filth,Magn.,34400.0,8300000.0,2014,8334400.0,filth
What If (2014),CBS,3500000.0,4400000.0,2014,7900000.0,what if
Finding Fanny,FIP,616000.0,7100000.0,2014,7716000.0,finding fanny
Pride (2014),CBS,1400000.0,6100000.0,2014,7500000.0,pride
Chinese Puzzle,Cohen,339000.0,7100000.0,2014,7439000.0,chinese puzzle
A Long Way Down,Magn.,13300.0,7200000.0,2014,7213300.0,a long way down
"Two Days, One Night",IFC,1400000.0,5400000.0,2014,6800000.0,two days one night
A Letter to Momo,GK,71700.0,6700000.0,2014,6771700.0,a letter to momo
Cantinflas,LGF,6400000.0,18700000.0,2014,25100000.0,cantinflas
Le Chef,Cohen,343000.0,5900000.0,2014,6243000.0,le chef
Mas Negro Que La Noche,LGF,870000.0,5200000.0,2014,6070000.0,mas negro que la noche
French Gigolo (Cliente),IFC,3000.0,6000000.0,2014,6003000.0,french gigolo
The Trip to Italy,IFC,2900000.0,3000000.0,2014,5900000.0,the trip to italy
The Immigrant,Wein.,2000000.0,3800000.0,2014,5800000.0,the immigrant
Wish I Was Here,Focus,3600000.0,1900000.0,2014,5500000.0,wish i was here
Under the Skin (2014),A24,2600000.0,2800000.0,2014,5400000.0,under the skin
The Skeleton Twins,RAtt.,5300000.0,18700000.0,2014,24000000.0,the skeleton twins
The French Minister,IFC,12000.0,5100000.0,2014,5112000.0,the french minister
Ernest & Celestine,GK,262000.0,4800000.0,2014,5062000.0,ernest celestine
Tracks (2014),Wein.,510000.0,4400000.0,2014,4910000.0,tracks
The Love Punch,KE,267000.0,4500000.0,2014,4767000.0,the love punch
Dear White People,RAtt.,4400000.0,18700000.0,2014,23100000.0,dear white people
The Lunchbox,SPC,4200000.0,18700000.0,2014,22900000.0,the lunchbox
My Old Lady,Cohen,4000000.0,18700000.0,2014,22700000.0,my old lady
Diplomacy,Zeit.,231000.0,3700000.0,2014,3931000.0,diplomacy
Horns,RTWC,174000.0,3700000.0,2014,3874000.0,horns
Ida,MBox,3800000.0,18700000.0,2014,22500000.0,ida
Ragnarok,Magn.,1400.0,3700000.0,2014,3701400.0,ragnarok
Veronica Mars,WB,3300000.0,195000.0,2014,3495000.0,veronica mars
Mommy,RAtt.,3500000.0,18700000.0,2014,22200000.0,mommy
The Grand Seduction,EOne,3400000.0,18700000.0,2014,22100000.0,the grand seduction
Enemy,A24,1000000.0,2400000.0,2014,3400000.0,enemy
Words and Pictures,RAtt.,2200000.0,1200000.0,2014,3400000.0,words and pictures
The Protector 2,Magn.,2500.0,3300000.0,2014,3302500.0,the protector 2
The Rover,A24,1100000.0,2100000.0,2014,3200000.0,the rover
The Mystery of Happiness,Strand,8500.0,3200000.0,2014,3208500.0,the mystery of happiness
Rosewater,ORF,3100000.0,18700000.0,2014,21800000.0,rosewater
Obvious Child,A24,3100000.0,18700000.0,2014,21800000.0,obvious child
The German Doctor,Gold.,418000.0,2600000.0,2014,3018000.0,the german doctor
Citizenfour,RTWC,2800000.0,202000.0,2014,3002000.0,citizenfour
A Coffee in Berlin,MBox,150000.0,2600000.0,2014,2750000.0,a coffee in berlin
The Good Lie,WB,2700000.0,18700000.0,2014,21400000.0,the good lie
The Raid 2,SPC,2600000.0,18700000.0,2014,21300000.0,the raid 2
Living is Easy with Eyes Closed,Outs,11600.0,2600000.0,2014,2611600.0,living is easy with eyes closed
A Five Star Life,MBox,307000.0,2200000.0,2014,2507000.0,a five star life
Kick,UTV,2500000.0,18700000.0,2014,21200000.0,kick
Kill the Messenger,Focus,2500000.0,18700000.0,2014,21200000.0,kill the messenger
The Homesman,Saban,2400000.0,18700000.0,2014,21100000.0,the homesman
Blood Ties (2014),RAtt.,42500.0,2400000.0,2014,2442500.0,blood ties
The Guest (2014),PH,333000.0,2000000.0,2014,2333000.0,the guest
Life of Riley,KL,11600.0,2300000.0,2014,2311600.0,life of riley
Ode to My Father,CJ,2300000.0,18700000.0,2014,21000000.0,ode to my father
Love is Strange,SPC,2300000.0,18700000.0,2014,21000000.0,love is strange
Marius,KL,9800.0,2200000.0,2014,2209800.0,marius
"Men, Women & Children",Par.,706000.0,1500000.0,2014,2206000.0,men women children
2 States,UTV,2200000.0,18700000.0,2014,20900000.0,2 states
Nymphomaniac: Volume II,Magn.,327000.0,1900000.0,2014,2227000.0,nymphomaniac volume ii
Le Week-End,MBox,2200000.0,18700000.0,2014,20900000.0,le weekend
Gloria (2014),RAtt.,2100000.0,18700000.0,2014,20800000.0,gloria
"20,000 Days on Earth",Drft.,280000.0,1800000.0,2014,2080000.0,20000 days on earth
Only Lovers Left Alive,SPC,1900000.0,18700000.0,2014,20600000.0,only lovers left alive
Tusk,A24,1800000.0,18700000.0,2014,20500000.0,tusk
Awake: The Life of Yogananda,CF&SR,1500000.0,18700000.0,2014,20200000.0,awake the life of yogananda
Fed Up,RTWC,1500000.0,18700000.0,2014,20200000.0,fed up
Finding Vivian Maier,IFC,1500000.0,18700000.0,2014,20200000.0,finding vivian maier
Make Your Move,HTR,125000.0,1300000.0,2014,1425000.0,make your move
Bright Days Ahead,Trib.,21800.0,1400000.0,2014,1421800.0,bright days ahead
Locke,A24,1400000.0,18700000.0,2014,20100000.0,locke
Force Majeure,Magn.,1400000.0,18700000.0,2014,20100000.0,force majeure
Postman Pat: The Movie,Shout!,1500.0,1300000.0,2014,1301500.0,postman pat the movie
Just a Sigh,Distrib.,75500.0,1200000.0,2014,1275500.0,just a sigh
Jai Ho,Eros,1300000.0,18700000.0,2014,20000000.0,jai ho
For a Woman,FM,32299.0,1200000.0,2014,1232299.0,for a woman
Singham Returns,Eros,1200000.0,18700000.0,2014,19900000.0,singham returns
Why Don't You Play in Hell,Drft.,28500.0,1200000.0,2014,1228500.0,why dont you play in hell
The Remaining,Triu,1200000.0,18700000.0,2014,19900000.0,the remaining
The Way He Looks,Strand,101000.0,1100000.0,2014,1201000.0,the way he looks
Ilo Ilo,FM,56800.0,1100000.0,2014,1156800.0,ilo ilo
Hector And The Search For Happiness,Rela.,1100000.0,18700000.0,2014,19800000.0,hector and the search for happiness
Leviathan (2014),SPC,1100000.0,18700000.0,2014,19800000.0,leviathan
The Captive,A24,1100000.0,18700000.0,2014,19800000.0,the captive
Laggies,A24,1100000.0,18700000.0,2014,19800000.0,laggies
Jackpot,DR,800.0,1100000.0,2014,1100800.0,jackpot
Haider,UTV,1000000.0,18700000.0,2014,19700000.0,haider
Third Person,SPC,1000000.0,18700000.0,2014,19700000.0,third person
Borgman,Drft.,57500.0,952000.0,2014,1009500.0,borgman
The Disappearance of Eleanor Rigby,Wein.,588000.0,397000.0,2014,985000.0,the disappearance of eleanor rigby
Shaadi Ke Side Effects,Eros,921000.0,18700000.0,2014,19621000.0,shaadi ke side effects
Song of the Sea,GK,858000.0,18700000.0,2014,19558000.0,song of the sea
Kochadaiiyaan,Eros,817000.0,18700000.0,2014,19517000.0,kochadaiiyaan
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300.0,797000.0,2014,800300.0,age of uprising the legend of michael kohlhaas
The Zero Theorem,Ampl.,258000.0,513000.0,2014,771000.0,the zero theorem
Palo Alto,Trib.,768000.0,18700000.0,2014,19468000.0,palo alto
Ek Villain,Eros,731000.0,18700000.0,2014,19431000.0,ek villain
Khoobsurat,UTV,711000.0,18700000.0,2014,19411000.0,khoobsurat
Holiday (2014),Relbig.,707000.0,18700000.0,2014,19407000.0,holiday
Hasee Toh Phasee,Relbig.,646000.0,18700000.0,2014,19346000.0,hasee toh phasee
Frank,Magn.,645000.0,18700000.0,2014,19345000.0,frank
Mary Kom,Eros,621000.0,18700000.0,2014,19321000.0,mary kom
The Signal (2014),Focus,601000.0,18700000.0,2014,19301000.0,the signal
Back in Time (Congcong Nanian),CL,569000.0,18700000.0,2014,19269000.0,back in time
Highway (2014),UTV,529000.0,18700000.0,2014,19229000.0,highway
Dom Hemingway,FoxS,524000.0,18700000.0,2014,19224000.0,dom hemingway
The One I Love,RTWC,513000.0,18700000.0,2014,19213000.0,the one i love
Archipelago,KL,7800.0,492000.0,2014,499800.0,archipelago
A Girl Walks Home Alone at Night,KL,492000.0,18700000.0,2014,19192000.0,a girl walks home alone at night
The Congress,Drft.,138000.0,318000.0,2014,456000.0,the congress
In Secret,RAtt.,444000.0,18700000.0,2014,19144000.0,in secret
Bjork - Biophilia Live,CP,128000.0,306000.0,2014,434000.0,bjork biophilia live
But Always (Yi Sheng Yi Shi),CL,431000.0,18700000.0,2014,19131000.0,but always
Beijing Love Story,CL,428000.0,18700000.0,2014,19128000.0,beijing love story
Goodbye to Language,KL,390000.0,18700000.0,2014,19090000.0,goodbye to language
Humpty Sharma Ki Dulhania,Relbig.,380000.0,18700000.0,2014,19080000.0,humpty sharma ki dulhania
Women Who Flirt (Sajiao Nvren),CL,375000.0,18700000.0,2014,19075000.0,women who flirt
Joe (2014),RAtt.,373000.0,18700000.0,2014,19073000.0,joe
Omar,AF,356000.0,18700000.0,2014,19056000.0,omar
The Face of Love,IFC,350000.0,18700000.0,2014,19050000.0,the face of love
Jimi: All Is By My Side,XL,341000.0,18700000.0,2014,19041000.0,jimi all is by my side
I Origins,FoxS,336000.0,18700000.0,2014,19036000.0,i origins
The Last Sentence,MBox,62500.0,265000.0,2014,327500.0,the last sentence
On My Way,Cohen,317000.0,18700000.0,2014,19017000.0,on my way
Happy Ending,Eros,314000.0,18700000.0,2014,19014000.0,happy ending
I Am Eleven,Proud,310000.0,18700000.0,2014,19010000.0,i am eleven
7 Boxes,BGP,38100.0,267000.0,2014,305100.0,7 boxes
The Dance of Reality,Abk.,294000.0,18700000.0,2014,18994000.0,the dance of reality
Elsa & Fred (2014),MNE,286000.0,18700000.0,2014,18986000.0,elsa fred
Main Tera Hero,Eros,275000.0,18700000.0,2014,18975000.0,main tera hero
Night Moves,Cdgm.,272000.0,18700000.0,2014,18972000.0,night moves
Love on the Cloud (Wei Ai),CL,272000.0,18700000.0,2014,18972000.0,love on the cloud
Life of Crime,RAtt.,265000.0,18700000.0,2014,18965000.0,life of crime
The Green Prince,MBox,258000.0,18700000.0,2014,18958000.0,the green prince
Action Jackson (2014),Eros,257000.0,18700000.0,2014,18957000.0,action jackson
The Blue Room,IFC,255000.0,18700000.0,2014,18955000.0,the blue room
Tazza: The Hidden Card,CJ,252000.0,18700000.0,2014,18952000.0,tazza the hidden card
James Cameron's Deepsea Challenge 3D,DLA,236000.0,18700000.0,2014,18936000.0,james camerons deepsea challenge 3d
Gabrielle (2014),EOne,5500.0,222000.0,2014,227500.0,gabrielle
The Breakup Guru,CL,209000.0,18700000.0,2014,18909000.0,the breakup guru
Bethlehem,AF,202000.0,18700000.0,2014,18902000.0,bethlehem
The Double (2014),Magn.,200000.0,18700000.0,2014,18900000.0,the double
Listen Up Philip,Trib.,200000.0,18700000.0,2014,18900000.0,listen up philip
We Are The Best!,Magn.,181000.0,18700000.0,2014,18881000.0,we are the best
That Demon Within,CL,172000.0,18700000.0,2014,18872000.0,that demon within
God's Pocket,IFC,170000.0,18700000.0,2014,18870000.0,gods pocket
Unrelated,KL,4500.0,154000.0,2014,158500.0,unrelated
The Polar Express (2014 re-issue),WB,139000.0,18700000.0,2014,18839000.0,the polar express
May in the Summer,Cohen,22000.0,112000.0,2014,134000.0,may in the summer
The Jewish Cardinal,FM,134000.0,18700000.0,2014,18834000.0,the jewish cardinal
Zero Motivation,Zeit.,116000.0,18700000.0,2014,18816000.0,zero motivation
Life's a Breeze,Magn.,3500.0,99700.0,2014,103200.0,lifes a breeze
The Golden Era,CL,103000.0,18700000.0,2014,18803000.0,the golden era
God Help the Girl,Ampl.,103000.0,18700000.0,2014,18803000.0,god help the girl
The Best Offer,IFC,100000.0,18700000.0,2014,18800000.0,the best offer
Child's Pose,Zeit.,97200.0,18700000.0,2014,18797200.0,childs pose
Cuban Fury,EOne,92400.0,18700000.0,2014,18792400.0,cuban fury
Girl on a Bicycle,Mont.,91400.0,18700000.0,2014,18791400.0,girl on a bicycle
Breathe In,Cohen,89700.0,18700000.0,2014,18789700.0,breathe in
Life After Beth,A24,88300.0,18700000.0,2014,18788300.0,life after beth
Advanced Style,B360,87900.0,18700000.0,2014,18787900.0,advanced style
Better Living Through Chemistry,Gold.,75100.0,18700000.0,2014,18775100.0,better living through chemistry
For No Good Reason,SPC,67400.0,18700000.0,2014,18767400.0,for no good reason
The Notebook (2014),SPC,66600.0,18700000.0,2014,18766600.0,the notebook
Heropanti,UTV,63600.0,18700000.0,2014,18763600.0,heropanti
No Tears for the Dead,CJ,63100.0,18700000.0,2014,18763100.0,no tears for the dead
Young and Beautiful,IFC,61100.0,18700000.0,2014,18761100.0,young and beautiful
Siddharth,Zeit.,60500.0,18700000.0,2014,18760500.0,siddharth
Walk of Shame,FCW,59200.0,18700000.0,2014,18759200.0,walk of shame
The Conformist (2014 re-release),KL,58700.0,18700000.0,2014,18758700.0,the conformist
Rudderless,Gold.,58300.0,18700000.0,2014,18758300.0,rudderless
The Rocket (2014),KL,56800.0,18700000.0,2014,18756800.0,the rocket
In Bloom,BWP,56100.0,18700000.0,2014,18756100.0,in bloom
Starred Up,Trib.,54900.0,18700000.0,2014,18754900.0,starred up
Half of a Yellow Sun,Mont.,54500.0,18700000.0,2014,18754500.0,half of a yellow sun
Hateship Loveship,IFC,54000.0,18700000.0,2014,18754000.0,hateship loveship
"1,000 Times Good Night",FM,53900.0,18700000.0,2014,18753900.0,1000 times good night
The Missing Picture,Strand,52200.0,18700000.0,2014,18752200.0,the missing picture
Decoding Annie Parker,EOne,48400.0,18700000.0,2014,18748400.0,decoding annie parker
Alphaville (2013 re-release),Rialto,47700.0,18700000.0,2014,18747700.0,alphaville
Return to The Hiding Place,SEA,45400.0,18700000.0,2014,18745400.0,return to the hiding place
Policeman,Crnth,11300.0,27000.0,2014,38300.0,policeman
White Bird in a Blizzard,Magn.,33800.0,18700000.0,2014,18733800.0,white bird in a blizzard
The Hero of Color City,Magn.,32200.0,18700000.0,2014,18732200.0,the hero of color city
Bird People,IFC,32100.0,18700000.0,2014,18732100.0,bird people
Closed Curtain,Vari.,28100.0,18700000.0,2014,18728100.0,closed curtain
Lilting,Strand,27100.0,18700000.0,2014,18727100.0,lilting
Adult World,IFC,25400.0,18700000.0,2014,18725400.0,adult world
A Tale of Winter (Conte d'hiver),BWP,23300.0,18700000.0,2014,18723300.0,a tale of winter
The Decent One,KL,21300.0,18700000.0,2014,18721300.0,the decent one
Guardian Angel,RME,19500.0,18700000.0,2014,18719500.0,guardian angel
Tasting Menu,Magn.,18700.0,18700000.0,2014,18718700.0,tasting menu
Two Night Stand,EOne,18600.0,18700000.0,2014,18718600.0,two night stand
Burning Bush,KL,16700.0,18700000.0,2014,18716700.0,burning bush
Horses of God,KL,14800.0,18700000.0,2014,18714800.0,horses of god
13 Sins,RTWC,13800.0,18700000.0,2014,18713800.0,13 sins
Camp X-Ray,IFC,13300.0,18700000.0,2014,18713300.0,camp xray
Special ID,WGUSA,12700.0,18700000.0,2014,18712700.0,special id
Wolves,KE,12100.0,18700000.0,2014,18712100.0,wolves
Falcon Rising,Free,11800.0,18700000.0,2014,18711800.0,falcon rising
You're Not You,EOne,11500.0,18700000.0,2014,18711500.0,youre not you
The Amazing Catfish,Strand,11300.0,18700000.0,2014,18711300.0,the amazing catfish
Stray Dogs,CGld,10400.0,18700000.0,2014,18710400.0,stray dogs
Canopy,Mont.,8500.0,18700000.0,2014,18708500.0,canopy
Love is in the Air,FCW,8400.0,18700000.0,2014,18708400.0,love is in the air
Empty Hours,Strand,8200.0,18700000.0,2014,18708200.0,empty hours
Rigor Mortis,WGUSA,7900.0,18700000.0,2014,18707900.0,rigor mortis
The Little Bedroom,CLS,7400.0,18700000.0,2014,18707400.0,the little bedroom
Plot for Peace,Unknown,7100.0,18700000.0,2014,18707100.0,plot for peace
Very Good Girls,WGUSA,6900.0,18700000.0,2014,18706900.0,very good girls
Pioneer,Magn.,6900.0,18700000.0,2014,18706900.0,pioneer
Life of a King,MNE,6500.0,18700000.0,2014,18706500.0,life of a king
The Strange Little Cat,KS,5900.0,18700000.0,2014,18705900.0,the strange little cat
"2 Autumns, 3 Winters",FM,5800.0,18700000.0,2014,18705800.0,2 autumns 3 winters
The Devil's Hand,RAtt.,5700.0,18700000.0,2014,18705700.0,the devils hand
Anna,VE,4300.0,18700000.0,2014,18704300.0,anna
Open Windows,Cdgm.,1800.0,18700000.0,2014,18701800.0,open windows
Mr. Pip,Free,1700.0,18700000.0,2014,18701700.0,mr pip
Star Wars: The Force Awakens,BV,936700000.0,1131.6,2015,936701131.6,star wars the force awakens
Jurassic World,Uni.,652300000.0,1019.4,2015,652301019.4,jurassic world
Furious 7,Uni.,353000000.0,1163.0,2015,353001163.0,furious 7
Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015,1405400000.0,avengers age of ultron
Minions,Uni.,336000000.0,823400000.0,2015,1159400000.0,minions
Spectre,Sony,200100000.0,680600000.0,2015,880700000.0,spectre
Inside Out,BV,356500000.0,501100000.0,2015,857600000.0,inside out
Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000.0,2015,682700000.0,mission impossible rogue nation
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015,653400000.0,the hunger games mockingjay part 2
The Martian,Fox,228400000.0,401700000.0,2015,630100000.0,the martian
Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,571000000.0,fifty shades of grey
Cinderella (2015),BV,201200000.0,342400000.0,2015,543600000.0,cinderella
The Revenant,Fox,183600000.0,349300000.0,2015,532900000.0,the revenant
Ant-Man,BV,180200000.0,339100000.0,2015,519300000.0,antman
Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015,474800000.0,hotel transylvania 2
San Andreas,WB (NL),155200000.0,318800000.0,2015,474000000.0,san andreas
Terminator: Genisys,Par.,89800000.0,350800000.0,2015,440600000.0,terminator genisys
Kingsman: The Secret Service,Fox,128300000.0,286100000.0,2015,414400000.0,kingsman the secret service
Home (2015),Fox,177400000.0,208600000.0,2015,386000000.0,home
Mad Max: Fury Road,WB,153600000.0,224800000.0,2015,378400000.0,mad max fury road
The Good Dinosaur,BV,123100000.0,209100000.0,2015,332200000.0,the good dinosaur
Taken 3,Fox,89300000.0,237200000.0,2015,326500000.0,taken 3
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015,325200000.0,the spongebob movie sponge out of water
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,312300000.0,maze runner the scorch trials
The Divergent Series: Insurgent,LG/S,130199999.0,167100000.0,2015,297299999.0,the divergent series insurgent
Pitch Perfect 2,Uni.,184300000.0,103200000.0,2015,287500000.0,pitch perfect 2
Paddington,W/Dim.,76300000.0,191800000.0,2015,268100000.0,paddington
Mojin: The Lost Legend,WGUSA,1200000.0,258100000.0,2015,259300000.0,mojin the lost legend
Lost in Hong Kong,WGUSA,1300000.0,255000000.0,2015,256300000.0,lost in hong kong
The Peanuts Movie,Fox,130199999.0,116100000.0,2015,246299999.0,the peanuts movie
Pixels,Sony,78700000.0,166100000.0,2015,244800000.0,pixels
Daddy's Home,Par.,150400000.0,92400000.0,2015,242800000.0,daddys home
Spy,Fox,110800000.0,124800000.0,2015,235600000.0,spy
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015,234800000.0,alvin and the chipmunks the road chip
Goodbye Mr. Loser,CL,1300000.0,226800000.0,2015,228100000.0,goodbye mr loser
Ted 2,Uni.,81500000.0,135200000.0,2015,216700000.0,ted 2
Tomorrowland,BV,93400000.0,115700000.0,2015,209100000.0,tomorrowland
Everest (2015),Uni.,43500000.0,159900000.0,2015,203400000.0,everest
Straight Outta Compton,Uni.,161200000.0,40400000.0,2015,201600000.0,straight outta compton
The Intern,WB,75800000.0,118800000.0,2015,194600000.0,the intern
Jupiter Ascending,WB,47400000.0,136600000.0,2015,184000000.0,jupiter ascending
Creed,WB (NL),109800000.0,63800000.0,2015,173600000.0,creed
Fantastic Four,Fox,56100000.0,111900000.0,2015,168000000.0,fantastic four
Bridge of Spies,BV,72300000.0,93200000.0,2015,165500000.0,bridge of spies
Focus (2015),WB,53900000.0,105200000.0,2015,159100000.0,focus
The Hateful Eight,Wein.,54100000.0,101600000.0,2015,155700000.0,the hateful eight
Goosebumps,Sony,80100000.0,70100000.0,2015,150200000.0,goosebumps
The Last Witch Hunter,LG/S,27400000.0,119600000.0,2015,147000000.0,the last witch hunter
The Taking of Tiger Mountain,WGUSA,229000.0,141400000.0,2015,141629000.0,the taking of tiger mountain
Trainwreck,Uni.,110200000.0,30600000.0,2015,140800000.0,trainwreck
Mr. Six,CL,1400000.0,137800000.0,2015,139200000.0,mr six
Point Break (2015),WB,28800000.0,104900000.0,2015,133700000.0,point break
The Big Short,Par.,70300000.0,63200000.0,2015,133500000.0,the big short
Pan,WB,35100000.0,93300000.0,2015,128400000.0,pan
Wolf Totem,Sony,211000.0,125600000.0,2015,125811000.0,wolf totem
Magic Mike XXL,WB,66000000.0,56500000.0,2015,122500000.0,magic mike xxl
Dragon Blade,LGP,74100.0,121500000.0,2015,121574100.0,dragon blade
Seventh Son,Uni.,17200000.0,97000000.0,2015,114200000.0,seventh son
Insidious Chapter 3,Focus,52200000.0,60800000.0,2015,113000000.0,insidious chapter 3
Get Hard,WB,90400000.0,21400000.0,2015,111800000.0,get hard
The Man From U.N.C.L.E.,WB,45400000.0,64400000.0,2015,109800000.0,the man from uncle
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000.0,2015,107600000.0,paul blart mall cop 2
Shaun the Sheep Movie,LGF,19400000.0,86800000.0,2015,106200000.0,shaun the sheep movie
Sisters,Uni.,87000000.0,18000000.0,2015,105000000.0,sisters
Vacation,WB (NL),58900000.0,46000000.0,2015,104900000.0,vacation
Chappie,Sony,31600000.0,70500000.0,2015,102100000.0,chappie
Joy,Fox,56500000.0,44700000.0,2015,101200000.0,joy
Black Mass,WB,62600000.0,37200000.0,2015,99800000.0,black mass
Devil and Angel (E Gun Tian Shi),CL,131000.0,98500000.0,2015,98631000.0,devil and angel
The Visit,Uni.,65200000.0,33200000.0,2015,98400000.0,the visit
Spotlight,ORF,45100000.0,53200000.0,2015,98300000.0,spotlight
Poltergeist (2015),Fox,47400000.0,48000000.0,2015,95400000.0,poltergeist
In the Heart of the Sea,WB,25000000.0,68900000.0,2015,93900000.0,in the heart of the sea
Southpaw,Wein.,52400000.0,39500000.0,2015,91900000.0,southpaw
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000.0,2015,86000000.0,the second best exotic marigold hotel
Paper Towns,Fox,32000000.0,53500000.0,2015,85500000.0,paper towns
Sicario,LGF,46900000.0,38000000.0,2015,84900000.0,sicario
Hitman: Agent 47,Fox,22500000.0,59900000.0,2015,82400000.0,hitman agent 47
The Wedding Ringer,SGem,64500000.0,15300000.0,2015,79800000.0,the wedding ringer
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000.0,2015,78900000.0,paranormal activity the ghost dimension
Crimson Peak,Uni.,31100000.0,43600000.0,2015,74700000.0,crimson peak
The Transporter Refueled,EC,16000000.0,56600000.0,2015,72600000.0,the transporter refueled
Run All Night,WB,26500000.0,45200000.0,2015,71700000.0,run all night
War Room,TriS,67800000.0,18700000.0,2015,86500000.0,war room
The Age of Adaline,LGF,42600000.0,23000000.0,2015,65600000.0,the age of adaline
The Danish Girl,Focus,11100000.0,53100000.0,2015,64200000.0,the danish girl
Unfriended,Uni.,32500000.0,31600000.0,2015,64100000.0,unfriended
The Longest Ride,Fox,37400000.0,25500000.0,2015,62900000.0,the longest ride
Brooklyn,FoxS,38300000.0,23800000.0,2015,62100000.0,brooklyn
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000.0,2015,61800000.0,dragon ball z resurrection f
Woman in Gold,Wein.,33299999.0,28300000.0,2015,61599999.0,woman in gold
Krampus,Uni.,42700000.0,18800000.0,2015,61500000.0,krampus
