id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year,title_norm,month
47,2006-10-06,The Departed,90000000.0,132384315.0,289660619.0,3.218451322222222,199660619.0,2006,the departed,10
48,2000-11-03,Charlie's Angels,90000000.0,125305545.0,259736090.0,2.8859565555555555,169736090.0,2000,charlies angels,11
49,1998-06-19,Mulan,90000000.0,120620254.0,303500000.0,3.3722222222222222,213500000.0,1998,mulan,6
50,2008-08-13,Tropic Thunder,90000000.0,110515313.0,191145256.0,2.1238361777777777,101145256.0,2008,tropic thunder,8
51,2011-12-20,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,2.6597107777777778,149373970.0,2011,the girl with the dragon tattoo,12
52,1997-07-11,Contact,90000000.0,100920329.0,165900000.0,1.8433333333333333,75900000.0,1997,contact,7
53,2008-06-06,You Don't Mess With the Zohan,90000000.0,100018837.0,202910991.0,2.2545665666666665,112910991.0,2008,you dont mess with the zohan,6
54,1995-05-19,Die Hard: With a Vengeance,90000000.0,100012499.0,366101666.0,4.067796288888889,276101666.0,1995,die hard with a vengeance,5
55,2016-09-23,The Magnificent Seven,90000000.0,93432655.0,162525156.0,1.8058350666666667,72525156.0,2016,the magnificent seven,9
56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,2.772421733333333,159517956.0,2015,alvin and the chipmunks the road chip,12
57,2001-06-08,Atlantis: The Lost Empire,90000000.0,84052762.0,186049020.0,2.0672113333333333,96049020.0,2001,atlantis the lost empire,6
58,2008-12-25,Valkyrie,90000000.0,83107829.0,203932174.0,2.2659130444444444,113932174.0,2008,valkyrie,12
59,2015-07-24,Pixels,90000000.0,78765986.0,244041804.0,2.7115756,154041804.0,2015,pixels,7
60,2001-06-29,Artificial Intelligence: AI,90000000.0,78616689.0,235900000.0,2.621111111111111,145900000.0,2001,artificial intelligence ai,6
61,2003-11-26,The Haunted Mansion,90000000.0,75817994.0,155750628.0,1.7305625333333334,65750628.0,2003,the haunted mansion,11
62,2000-08-04,Hollow Man,90000000.0,73209340.0,191200000.0,2.1244444444444444,101200000.0,2000,hollow man,8
63,2005-04-22,The Interpreter,90000000.0,72708161.0,162753837.0,1.8083759666666666,72753837.0,2005,the interpreter,4
64,2013-08-07,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,2.231772822222222,110859554.0,2013,percy jackson sea of monsters,8
65,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000.0,65653758.0,157092943.0,1.7454771444444444,67092943.0,2003,lara croft tomb raider the cradle of life,7
66,2016-06-10,Now You See Me 2,90000000.0,65075540.0,328325007.0,3.648055633333333,238325007.0,2016,now you see me 2,6
67,2001-11-21,Spy Game,90000000.0,62362560.0,143049560.0,1.5894395555555556,53049560.0,2001,spy game,11
68,1997-04-04,The Saint,90000000.0,61363304.0,169400000.0,1.8822222222222222,79400000.0,1997,the saint,4
69,2000-03-10,Mission to Mars,90000000.0,60874615.0,106000000.0,1.1777777777777778,16000000.0,2000,mission to mars,3
70,2018-03-16,Tomb Raider,90000000.0,58250803.0,273477501.0,3.0386389,183477501.0,2018,tomb raider,3
71,1999-12-17,Bicentennial Man,90000000.0,58220776.0,87420776.0,0.9713419555555556,-2579224.0,1999,bicentennial man,12
72,2004-07-07,King Arthur,90000000.0,51877963.0,203877963.0,2.2653107,113877963.0,2004,king arthur,7
73,1997-04-25,Volcano,90000000.0,47546796.0,120100000.0,1.3344444444444445,30100000.0,1997,volcano,4
74,1997-03-26,The Devil's Own,90000000.0,42885593.0,140900000.0,1.5655555555555556,50900000.0,1997,the devils own,3
75,2002-07-19,K-19: The Widowmaker,90000000.0,35168966.0,65716126.0,0.7301791777777777,-24283874.0,2002,k19 the widowmaker,7
76,2011-08-19,Conan the Barbarian,90000000.0,21295021.0,63356133.0,0.7039570333333334,-26643867.0,2011,conan the barbarian,8
77,2011-10-21,The Three Musketeers,90000000.0,20377913.0,139877913.0,1.5541990333333333,49877913.0,2011,the three musketeers,10
78,2017-04-21,The Promise,90000000.0,8224288.0,10551417.0,0.11723796666666667,-79448583.0,2017,the promise,4
79,2010-11-24,The Nutcracker in 3D,90000000.0,195459.0,20466016.0,0.22740017777777777,-69533984.0,2010,the nutcracker in 3d,11
80,2017-12-13,Bright,90000000.0,0.0,0.0,0.0,-90000000.0,2017,bright,12
81,2019-12-31,Army of the Dead,90000000.0,0.0,0.0,0.0,-90000000.0,2019,army of the dead,12
82,1996-05-10,Twister,88000000.0,241688385.0,495700000.0,5.632954545454545,407700000.0,1996,twister,5
83,2005-06-03,Cinderella Man,88000000.0,61649911.0,105021488.0,1.193426,17021488.0,2005,cinderella man,6
84,2018-09-14,The Predator,88000000.0,51024708.0,159487563.0,1.8123586704545454,71487563.0,2018,the predator,9
85,2005-07-08,Fantastic Four,87500000.0,154696080.0,333132750.0,3.8072314285714284,245632750.0,2005,fantastic four,7
86,2001-02-09,Hannibal,87000000.0,165092266.0,350100280.0,4.0241411494252874,263100280.0,2001,hannibal,2
87,2003-07-25,Seabiscuit,86000000.0,120277854.0,148715342.0,1.7292481627906977,62715342.0,2003,seabiscuit,7
88,2000-12-22,Cast Away,85000000.0,233632142.0,427230516.0,5.026241364705882,342230516.0,2000,cast away,12
89,2006-11-17,Happy Feet,85000000.0,198000317.0,385000317.0,4.529415494117647,300000317.0,2006,happy feet,11
90,2001-12-07,Ocean's Eleven,85000000.0,183417150.0,450728529.0,5.302688576470588,365728529.0,2001,oceans eleven,12
91,2004-07-23,The Bourne Supremacy,85000000.0,176087450.0,311001124.0,3.6588367529411765,226001124.0,2004,the bourne supremacy,7
92,1997-07-25,Air Force One,85000000.0,172956409.0,315268353.0,3.7090394470588235,230268353.0,1997,air force one,7
93,2009-04-03,Fast & Furious,85000000.0,155064265.0,363064265.0,4.271344294117647,278064265.0,2009,fast furious,4
94,2008-03-14,Horton Hears a Who,85000000.0,154529439.0,299477886.0,3.5232692470588236,214477886.0,2008,horton hears a who,3
95,2014-03-21,Divergent,85000000.0,150947895.0,276014965.0,3.247234882352941,191014965.0,2014,divergent,3
96,2012-09-28,Hotel Transylvania,85000000.0,148313048.0,378505812.0,4.453009552941176,293505812.0,2012,hotel transylvania,9
97,2019-04-05,Shazam!,85000000.0,139606856.0,362899733.0,4.2694086235294115,277899733.0,2019,shazam,4
98,2007-11-21,Enchanted,85000000.0,127706877.0,340384141.0,4.0045193058823525,255384141.0,2007,enchanted,11
99,2012-02-10,Safe House,85000000.0,126181630.0,208542162.0,2.4534372,123542162.0,2012,safe house,2
100,2007-07-20,I Now Pronounce You Chuck and Larry,85000000.0,119725280.0,185708462.0,2.1848054352941175,100708462.0,2007,i now pronounce you chuck and larry,7
1,2007-06-08,Ocean's Thirteen,85000000.0,117144465.0,311744465.0,3.6675819411764707,226744465.0,2007,oceans thirteen,6
2,2009-12-25,Itâs Complicated,85000000.0,112735375.0,224614744.0,2.6425264,139614744.0,2009,its complicated,12
3,1998-11-20,Enemy of the State,85000000.0,111549836.0,250649836.0,2.9488216,165649836.0,1998,enemy of the state,11
4,2006-09-29,Open Season,85000000.0,85105259.0,191932158.0,2.258025388235294,106932158.0,2006,open season,9
5,2011-11-04,Tower Heist,85000000.0,78046570.0,150422946.0,1.7696817176470587,65422946.0,2011,tower heist,11
6,2000-11-22,102 Dalmatians,85000000.0,66941559.0,66941559.0,0.7875477529411765,-18058441.0,2000,102 dalmatians,11
7,2012-03-30,Mirror Mirror,85000000.0,64935167.0,173613482.0,2.0425115529411766,88613482.0,2012,mirror mirror,3
8,2006-12-08,The Holiday,85000000.0,63280000.0,205190324.0,2.414003811764706,120190324.0,2006,the holiday,12
9,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000.0,62615510.0,157794205.0,1.8564024117647058,72794205.0,2006,the fast and the furious tokyo drift,6
10,2005-12-09,Memoirs of a Geisha,85000000.0,57010853.0,161510853.0,1.9001276823529412,76510853.0,2005,memoirs of a geisha,12
11,2001-03-16,Enemy at the Gates,85000000.0,51396781.0,96971293.0,1.1408387411764707,11971293.0,2001,enemy at the gates,3
12,1993-06-18,Last Action Hero,85000000.0,50016394.0,137298489.0,1.6152763411764706,52298489.0,1993,last action hero,6
13,2003-09-26,The Rundown,85000000.0,47641743.0,80831893.0,0.9509634470588235,-4168107.0,2003,the rundown,9
14,2011-11-23,Arthur Christmas,85000000.0,46462469.0,149717124.0,1.7613779294117646,64717124.0,2011,arthur christmas,11
15,2017-01-20,xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,4.0592159882352945,260033359.0,2017,xxx return of xander cage,1
16,1998-11-13,Meet Joe Black,85000000.0,44650003.0,44650003.0,0.5252941529411764,-40349997.0,1998,meet joe black,11
17,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,113026383.0,1.3297221529411765,28026383.0,2010,cats dogs the revenge of kitty galore,7
18,2002-02-08,Collateral Damage,85000000.0,40048332.0,78353508.0,0.9218059764705883,-6646492.0,2002,collateral damage,2
19,2002-03-15,Showtime,85000000.0,37948765.0,78948765.0,0.928809,-6051235.0,2002,showtime,3
20,1995-06-30,Judge Dredd,85000000.0,34687912.0,113487912.0,1.3351519058823529,28487912.0,1995,judge dredd,6
21,2007-03-02,Zodiac,85000000.0,33080084.0,83080084.0,0.9774127529411765,-1919916.0,2007,zodiac,3
22,2010-08-13,Scott Pilgrim vs. The World,85000000.0,31611316.0,48056764.0,0.565373694117647,-36943236.0,2010,scott pilgrim vs the world,8
23,2003-03-28,The Core,85000000.0,31111260.0,74132631.0,0.8721486,-10867369.0,2003,the core,3
24,1997-05-09,Father's Day,85000000.0,28681080.0,35681080.0,0.4197774117647059,-49318920.0,1997,fathers day,5
25,2017-12-20,The Greatest Showman,84000000.0,174340174.0,386665550.0,4.603161309523809,302665550.0,2017,the greatest showman,12
26,2002-06-14,Scooby-Doo,84000000.0,153294164.0,276294164.0,3.289216238095238,192294164.0,2002,scoobydoo,6
27,2000-07-28,Nutty Professor II: The Klumps,84000000.0,123307945.0,166307945.0,1.979856488095238,82307945.0,2000,nutty professor ii the klumps,7
28,2013-07-19,RED 2,84000000.0,53262560.0,141507355.0,1.684611369047619,57507355.0,2013,red 2,7
29,2006-06-23,Click,82500000.0,137355633.0,237685089.0,2.8810313818181816,155185089.0,2006,click,6
30,2006-12-15,Charlotte's Web,82500000.0,82985708.0,143985708.0,1.7452813090909092,61485708.0,2006,charlottes web,12
31,2008-02-14,Jumper,82500000.0,80172128.0,222640812.0,2.6986765090909093,140140812.0,2008,jumper,2
32,2008-07-11,Hellboy II: The Golden Army,82500000.0,75986503.0,160388063.0,1.9440977333333334,77888063.0,2008,hellboy ii the golden army,7
33,2005-05-27,The Longest Yard,82000000.0,158119460.0,191558505.0,2.336079329268293,109558505.0,2005,the longest yard,5
34,2010-08-13,The Expendables,82000000.0,103068524.0,268268174.0,3.2715630975609757,186268174.0,2010,the expendables,8
35,2000-11-17,The 6th Day,82000000.0,34543701.0,96024898.0,1.1710353414634147,14024898.0,2000,the 6th day,11
36,2020-02-21,Call of the Wild,82000000.0,0.0,0.0,0.0,-82000000.0,2020,call of the wild,2
37,2003-05-23,Bruce Almighty,81000000.0,242704995.0,484468608.0,5.981093925925926,403468608.0,2003,bruce almighty,5
38,2012-03-23,The Hunger Games,80000000.0,408010692.0,677923379.0,8.4740422375,597923379.0,2012,the hunger games,3
39,2011-05-26,The Hangover Part II,80000000.0,254464305.0,586464305.0,7.3308038125,506464305.0,2011,the hangover part ii,5
40,1996-05-21,Mission: Impossible,80000000.0,180981886.0,457697994.0,5.721224925,377697994.0,1996,mission impossible,5
41,2017-02-10,The Lego Batman Movie,80000000.0,175750384.0,310660018.0,3.883250225,230660018.0,2017,the lego batman movie,2
42,2015-09-25,Hotel Transylvania 2,80000000.0,169700110.0,469500298.0,5.868753725,389500298.0,2015,hotel transylvania 2,9
43,1992-06-18,Batman Returns,80000000.0,162833635.0,266824291.0,3.3353036375,186824291.0,1992,batman returns,6
44,1999-05-07,The Mummy,80000000.0,155385488.0,416385488.0,5.2048186,336385488.0,1999,the mummy,5
45,2006-05-19,Over the Hedge,80000000.0,155019340.0,343397247.0,4.2924655875,263397247.0,2006,over the hedge,5
46,2002-06-21,Lilo & Stitch,80000000.0,145771527.0,245800000.0,3.0725,165800000.0,2002,lilo stitch,6
47,1998-05-08,Deep Impact,80000000.0,140464664.0,349464664.0,4.3683083,269464664.0,1998,deep impact,5
48,2013-07-12,Grown Ups 2,80000000.0,133668525.0,247023808.0,3.0877976,167023808.0,2013,grown ups 2,7
49,2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000.0,133107389.0,349088523.0,4.3636065375,269088523.0,2011,alvin and the chipmunks chipwrecked,12
50,2008-06-20,Get Smart,80000000.0,130319208.0,226739416.0,2.8342427,146739416.0,2008,get smart,6
51,2005-03-11,Robots,80000000.0,128200012.0,260700012.0,3.25875015,180700012.0,2005,robots,3
52,2010-02-19,Shutter Island,80000000.0,128012934.0,299461782.0,3.743272275,219461782.0,2010,shutter island,2
53,2003-12-12,Something's Gotta Give,80000000.0,124685242.0,266685242.0,3.333565525,186685242.0,2003,somethings gotta give,12
54,2008-11-26,Four Christmases,80000000.0,120146040.0,168311558.0,2.103894475,88311558.0,2008,four christmases,11
55,1997-06-27,Face/Off,80000000.0,112276146.0,241200000.0,3.015,161200000.0,1997,faceoff,6
56,2008-12-25,Bedtime Stories,80000000.0,110101975.0,221468935.0,2.7683616875,141468935.0,2008,bedtime stories,12
57,2002-07-12,Road to Perdition,80000000.0,104054514.0,183354514.0,2.291931425,103354514.0,2002,road to perdition,7
58,2011-02-11,Just Go With It,80000000.0,103028109.0,214974953.0,2.6871869125,134974953.0,2011,just go with it,2
59,2003-02-14,Daredevil,80000000.0,102543518.0,182782518.0,2.284781475,102782518.0,2003,daredevil,2
60,2008-09-26,Eagle Eye,80000000.0,101440743.0,180585259.0,2.2573157375,100585259.0,2008,eagle eye,9
61,1997-06-06,Con Air,80000000.0,101117573.0,224117573.0,2.8014696625,144117573.0,1997,con air,6
62,2010-12-17,Yogi Bear,80000000.0,100246011.0,204774690.0,2.559683625,124774690.0,2010,yogi bear,12
63,2003-12-25,Cold Mountain,80000000.0,95632614.0,165173909.0,2.0646738625,85173909.0,2003,cold mountain,12
64,2010-01-15,The Book of Eli,80000000.0,94835059.0,158750817.0,1.9843852125,78750817.0,2010,the book of eli,1
65,1997-11-26,Flubber,80000000.0,92993801.0,177993801.0,2.2249225125,97993801.0,1997,flubber,11
66,1999-07-23,The Haunting,80000000.0,91188905.0,180188905.0,2.2523613125,100188905.0,1999,the haunting,7
67,1996-11-15,Space Jam,80000000.0,90463534.0,250200000.0,3.1275,170200000.0,1996,space jam,11
68,2014-10-17,Fury,80000000.0,85817906.0,210315681.0,2.6289460125,130315681.0,2014,fury,10
69,2018-09-28,Smallfoot,80000000.0,83240103.0,213691277.0,2.6711409625,133691277.0,2018,smallfoot,9
70,2006-02-10,The Pink Panther,80000000.0,82226474.0,158926474.0,1.986580925,78926474.0,2006,the pink panther,2
71,2011-07-08,Zookeeper,80000000.0,80360866.0,170805525.0,2.1350690625,90805525.0,2011,zookeeper,7
72,2008-12-12,The Day the Earth Stood Still,80000000.0,79366978.0,237370350.0,2.967129375,157370350.0,2008,the day the earth stood still,12
73,1997-08-08,Conspiracy Theory,80000000.0,76118990.0,142783718.0,1.784796475,62783718.0,1997,conspiracy theory,8
74,1998-06-12,"Six Days, Seven Nights",80000000.0,74339294.0,164800000.0,2.06,84800000.0,1998,six days seven nights,6
75,2002-05-24,Spirit: Stallion of the Cimarron,80000000.0,73215310.0,106515310.0,1.331441375,26515310.0,2002,spirit stallion of the cimarron,5
76,2001-06-08,Swordfish,80000000.0,69772969.0,147080413.0,1.8385051625,67080413.0,2001,swordfish,6
77,1999-12-31,Fantasia 2000 (Theatrical Release),80000000.0,69610858.0,69618634.0,0.870232925,-10381366.0,1999,fantasia 2000,12
78,1998-04-03,Lost In Space,80000000.0,69117629.0,136047317.0,1.7005914625,56047317.0,1998,lost in space,4
79,2004-07-30,The Manchurian Candidate,80000000.0,65948711.0,96148711.0,1.2018588875,16148711.0,2004,the manchurian candidate,7
80,2006-11-22,DÃ©jÃ Vu,80000000.0,64038616.0,181038616.0,2.2629827,101038616.0,2006,dj vu,11
81,2019-06-07,The Secret Life of Pets 2,80000000.0,63795655.0,113351496.0,1.4168937,33351496.0,2019,the secret life of pets 2,6
82,2005-06-24,Bewitched,80000000.0,63313159.0,131159306.0,1.639491325,51159306.0,2005,bewitched,6
83,2002-03-08,The Time Machine,80000000.0,56684819.0,98983590.0,1.237294875,18983590.0,2002,the time machine,3
84,1998-10-02,What Dreams May Come,80000000.0,55485043.0,71485043.0,0.8935630375,-8514957.0,1998,what dreams may come,10
85,1998-12-25,Mighty Joe Young,80000000.0,50632037.0,50632037.0,0.6329004625,-29367963.0,1998,mighty joe young,12
86,2005-10-28,The Legend of Zorro,80000000.0,45575336.0,141475336.0,1.7684417,61475336.0,2005,the legend of zorro,10
87,2000-11-10,Little Nicky,80000000.0,39442871.0,58270391.0,0.7283798875,-21729609.0,2000,little nicky,11
88,2009-09-25,Surrogates,80000000.0,38577772.0,119668350.0,1.495854375,39668350.0,2009,surrogates,9
89,2001-06-08,Evolution,80000000.0,38311134.0,98341932.0,1.22927415,18341932.0,2001,evolution,6
90,2005-08-26,The Brothers Grimm,80000000.0,37899638.0,105299638.0,1.316245475,25299638.0,2005,the brothers grimm,8
91,1996-12-13,Mars Attacks!,80000000.0,37771017.0,101371017.0,1.2671377125,21371017.0,1996,mars attacks,12
92,2006-04-14,The Wild,80000000.0,37384046.0,99010667.0,1.2376333375,19010667.0,2006,the wild,4
93,2013-12-20,Walking with Dinosaurs,80000000.0,36076121.0,123368842.0,1.542110525,43368842.0,2013,walking with dinosaurs,12
94,2000-12-22,Thirteen Days,80000000.0,34566746.0,66554547.0,0.8319318375,-13445453.0,2000,thirteen days,12
95,1996-12-06,Daylight,80000000.0,32908290.0,158908290.0,1.986353625,78908290.0,1996,daylight,12
96,2015-10-23,The Last Witch Hunter,80000000.0,27367660.0,130818912.0,1.6352364,50818912.0,2015,the last witch hunter,10
97,2014-02-21,Pompeii,80000000.0,23169033.0,108469033.0,1.3558629125,28469033.0,2014,pompeii,2
98,2000-05-12,Battlefield Earth: A Saga of the Year 3000,80000000.0,21471685.0,29725663.0,0.3715707875,-50274337.0,2000,battlefield earth a saga of the year 3000,5
99,2003-11-14,Looney Tunes: Back in Action,80000000.0,20950820.0,54540662.0,0.681758275,-25459338.0,2003,looney tunes back in action,11
100,2009-12-18,Nine,80000000.0,19676965.0,53508858.0,0.668860725,-26491142.0,2009,nine,12
1,2003-11-26,Timeline,80000000.0,19480739.0,26703184.0,0.3337898,-53296816.0,2003,timeline,11
2,2010-04-22,Oceans,80000000.0,19422319.0,86787530.0,1.084844125,6787530.0,2010,oceans,4
3,1998-11-25,Babe: Pig in the City,80000000.0,18319860.0,69131860.0,0.86414825,-10868140.0,1998,babe pig in the city,11
4,1997-12-25,The Postman,80000000.0,17650704.0,20841123.0,0.2605140375,-59158877.0,1997,the postman,12
5,2000-11-10,Red Planet,80000000.0,17480890.0,33463969.0,0.4182996125,-46536031.0,2000,red planet,11
6,2007-01-12,Arthur et les Minimoys,80000000.0,15132763.0,113325743.0,1.4165717875,33325743.0,2007,arthur et les minimoys,1
7,2007-08-17,The Invasion,80000000.0,15074191.0,40147042.0,0.501838025,-39852958.0,2007,the invasion,8
8,2005-09-02,A Sound of Thunder,80000000.0,1900451.0,6300451.0,0.0787556375,-73699549.0,2005,a sound of thunder,9
9,1994-06-15,The Lion King,79300000.0,421785283.0,986214868.0,12.43650527112232,906914868.0,1994,the lion king,6
10,2012-02-10,Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,4.027166607594936,239146162.0,2012,journey 2 the mysterious island,2
11,2011-11-11,Jack and Jill,79000000.0,74158157.0,150519217.0,1.9053065443037975,71519217.0,2011,jack and jill,11
12,2001-12-21,A Beautiful Mind,78000000.0,170708996.0,317668058.0,4.07266741025641,239668058.0,2001,a beautiful mind,12
13,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000.0,119793567.0,274392649.0,3.517854474358974,196392649.0,2013,cloudy with a chance of meatballs 2,9
14,2002-10-04,Red Dragon,78000000.0,92955420.0,206455420.0,2.646864358974359,128455420.0,2002,red dragon,10
15,2004-03-05,Hidalgo,78000000.0,67286731.0,108086731.0,1.3857273205128204,30086731.0,2004,hidalgo,3
16,2003-07-11,The League of Extraordinary Gentlemen,78000000.0,66465204.0,179265204.0,2.2982718461538463,101265204.0,2003,the league of extraordinary gentlemen,7
17,2004-08-20,Exorcist: The Beginning,78000000.0,41814863.0,43957541.0,0.563558217948718,-34042459.0,2004,exorcist the beginning,8
18,2012-12-31,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000.0,0.0,60680125.0,0.7819603737113402,-16919875.0,2012,astrix et oblix au service de sa majest,12
19,2016-02-12,The Little Prince,77500000.0,1311213.0,102028919.0,1.3165021806451613,24528919.0,2016,the little prince,2
20,2019-01-22,Renegades,77500000.0,0.0,1521672.0,0.01963447741935484,-75978328.0,2019,renegades,1
21,2018-07-20,The Equalizer 2,77000000.0,102084362.0,190453132.0,2.473417298701299,113453132.0,2018,the equalizer 2,7
22,2013-07-03,Despicable Me 2,76000000.0,368065385.0,975216835.0,12.831800460526315,899216835.0,2013,despicable me 2,7
23,2003-06-06,2 Fast 2 Furious,76000000.0,127120058.0,236410607.0,3.110665881578947,160410607.0,2003,2 fast 2 furious,6
24,2006-12-25,Children of Men,76000000.0,35552383.0,69845011.0,0.919013302631579,-6154989.0,2006,children of men,12
25,2000-06-30,The Adventures of Rocky & Bullwinkle,76000000.0,26000610.0,35129610.0,0.4622317105263158,-40870390.0,2000,the adventures of rocky bullwinkle,6
26,2016-07-08,The Secret Life of Pets,75000000.0,368384330.0,886750534.0,11.823340453333333,811750534.0,2016,the secret life of pets,7
27,1996-07-02,Independence Day,75000000.0,306169255.0,817400878.0,10.898678373333333,742400878.0,1996,independence day,7
28,2018-11-09,Dr. Seussâ The Grinch,75000000.0,270620950.0,511002426.0,6.81336568,436002426.0,2018,dr seuss the grinch,11
29,2016-12-21,Sing,75000000.0,270329045.0,634454789.0,8.459397186666667,559454789.0,2016,sing,12
30,2017-06-30,Despicable Me 3,75000000.0,264624300.0,1034727750.0,13.79637,959727750.0,2017,despicable me 3,6
31,1997-05-22,The Lost World: Jurassic Park,75000000.0,229086679.0,618638999.0,8.248519986666667,543638999.0,1997,the lost world jurassic park,5
32,2006-03-31,Ice Age: The Meltdown,75000000.0,195330621.0,651899282.0,8.691990426666667,576899282.0,2006,ice age the meltdown,3
33,2005-05-27,Madagascar,75000000.0,193595521.0,556559566.0,7.420794213333333,481559566.0,2005,madagascar,5
34,2010-06-25,Grown Ups,75000000.0,162001186.0,272223430.0,3.629645733333333,197223430.0,2010,grown ups,6
35,2004-10-01,Shark Tale,75000000.0,161412000.0,371917043.0,4.958893906666667,296917043.0,2004,shark tale,10
36,2000-07-14,X-Men,75000000.0,157299717.0,296872367.0,3.958298226666667,221872367.0,2000,xmen,7
37,2008-06-27,Wanted,75000000.0,134508551.0,342416460.0,4.5655528,267416460.0,2008,wanted,6
38,1996-06-07,The Rock,75000000.0,134069511.0,336069511.0,4.480926813333333,261069511.0,1996,the rock,6
39,2004-02-13,50 First Dates,75000000.0,120776832.0,196320329.0,2.6176043866666667,121320329.0,2004,50 first dates,2
40,2007-07-20,Hairspray,75000000.0,118871849.0,203035572.0,2.70714096,128035572.0,2007,hairspray,7
41,2013-05-31,Now You See Me,75000000.0,117723989.0,342769200.0,4.570256,267769200.0,2013,now you see me,5
42,2006-12-15,Dreamgirls,75000000.0,103365956.0,155708695.0,2.0761159333333334,80708695.0,2006,dreamgirls,12
43,2018-08-03,Christopher Robin,75000000.0,99215042.0,197504758.0,2.633396773333333,122504758.0,2018,christopher robin,8
44,1999-07-23,Inspector Gadget,75000000.0,97387965.0,97387965.0,1.2985062,22387965.0,1999,inspector gadget,7
45,2011-11-11,Immortals,75000000.0,83504017.0,211562435.0,2.820832466666667,136562435.0,2011,immortals,11
46,2004-06-18,The Terminal,75000000.0,77073959.0,218673959.0,2.9156527866666666,143673959.0,2004,the terminal,6
47,2005-02-18,Constantine,75000000.0,75976178.0,221594911.0,2.9545988133333334,146594911.0,2005,constantine,2
48,2006-07-21,Monster House,75000000.0,73661010.0,141267370.0,1.8835649333333333,66267370.0,2006,monster house,7
49,2000-12-08,Vertical Limit,75000000.0,68473360.0,213500000.0,2.8466666666666667,138500000.0,2000,vertical limit,12
50,2007-12-21,Charlie Wilson's War,75000000.0,66661095.0,119512771.0,1.5935036133333333,44512771.0,2007,charlie wilsons war,12
51,1999-04-16,Life,75000000.0,64062587.0,73521587.0,0.9802878266666667,-1478413.0,1999,life,4
52,2005-03-04,Be Cool,75000000.0,55849401.0,94944017.0,1.2659202266666667,19944017.0,2005,be cool,3
53,2005-12-23,Munich,75000000.0,47379090.0,131492772.0,1.75323696,56492772.0,2005,munich,12
54,2010-06-04,Killers,75000000.0,47059963.0,95572749.0,1.27430332,20572749.0,2010,killers,6
55,2015-08-14,The Man From U.N.C.L.E.,75000000.0,45445109.0,104949584.0,1.3993277866666667,29949584.0,2015,the man from uncle,8
56,2003-03-07,Tears of the Sun,75000000.0,43632458.0,85632458.0,1.1417661066666667,10632458.0,2003,tears of the sun,3
57,2006-07-21,Lady in the Water,75000000.0,42285169.0,72785169.0,0.97046892,-2214831.0,2006,lady in the water,7
58,2004-12-17,Spanglish,75000000.0,42044321.0,54344321.0,0.7245909466666667,-20655679.0,2004,spanglish,12
59,2001-10-12,Bandits,75000000.0,41523271.0,71523271.0,0.9536436133333334,-3476729.0,2001,bandits,10
60,1999-12-17,Anna and the King,75000000.0,39251128.0,39251128.0,0.5233483733333333,-35748872.0,1999,anna and the king,12
61,1995-07-07,First Knight,75000000.0,37361412.0,127361412.0,1.69815216,52361412.0,1995,first knight,7
62,2011-03-25,Sucker Punch,75000000.0,36392502.0,89758389.0,1.19677852,14758389.0,2011,sucker punch,3
63,2005-03-11,Hostage,75000000.0,34636443.0,77636443.0,1.0351525733333333,2636443.0,2005,hostage,3
64,2016-10-28,Inferno,75000000.0,34343574.0,219519367.0,2.926924893333333,144519367.0,2016,inferno,10
65,2003-06-13,Hollywood Homicide,75000000.0,30207785.0,50409753.0,0.67213004,-24590247.0,2003,hollywood homicide,6
66,2000-06-16,Titan A.E.,75000000.0,22751979.0,36751979.0,0.49002638666666665,-38248021.0,2000,titan ae,6
67,2004-12-17,Flight of the Phoenix,75000000.0,21009180.0,34009180.0,0.45345573333333333,-40990820.0,2004,flight of the phoenix,12
68,1998-10-23,Soldier,75000000.0,14623082.0,14623082.0,0.19497442666666667,-60376918.0,1998,soldier,10
69,1999-01-15,Virus,75000000.0,14010690.0,30626690.0,0.4083558666666667,-44373310.0,1999,virus,1
70,2001-02-23,Monkeybone,75000000.0,5409517.0,5409517.0,0.07212689333333333,-69590483.0,2001,monkeybone,2
71,2019-08-30,PLAYMOBIL,75000000.0,0.0,0.0,0.0,-75000000.0,2019,playmobil,8
72,2019-12-31,355,75000000.0,0.0,0.0,0.0,-75000000.0,2019,355,12
73,2015-07-10,Minions,74000000.0,336045770.0,1160336173.0,15.680218554054054,1086336173.0,2015,minions,7
74,2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000.0,162994032.0,311013181.0,4.202880824324325,237013181.0,2015,the spongebob movie sponge out of water,2
